"","Chrom","ID","n.assoc","START","END","Potra_Gene_ID","num_SNPs","Gene_Length","mean_alleleFreq","Functional_Description","Potri_Gene_ID","Percent_ID","Alignment_Length","Mismatches","Gap_Openings","Query_Start","Query_End","Subject_Start","Subject_End","Expected_Value","Bit_Score","AT_Gene_ID","Percent_ID.1","Alignment_Length.1","Mismatches.1","Gap_Openings.1","Query_Start.1","Query_End.1","Subject_Start.1","Subject_End.1","Expected_Value.1","Bit_Score.1","GO_ID","GO_Description"
"605","Potra002180","Potra002180:1789",2,28269,30618,"Potra002180g16809.1",7,2349,0.188,"component response regulator","Potri|016G038000.1",91.19,227,20,8,1,219,1,227,2e-135,384,"Artha|AT3G57040",62.66,233,87,23,7,219,5,234,7e-93,275,"GO:0000160","phosphorelay signal transduction system"
"606","Potra002180","Potra002180:1789",2,60596,70777,"Potra002180g16813.1",7,10181,0.132,"motif nuclear-localized protein","Potri|013G044000.1",97.57,371,9,2,1,371,1,369,0,729,"Artha|AT3G04590",50.27,376,187,41,20,371,48,406,3e-86,270,"NA ",""
"607","Potra002180","Potra002180:1789",2,356,3518,"Potra002180g16808.1",17,3162,0.17,"STRICTOSIDINE SYNTHASE-LIKE","Potri|016G037900.1",98.4,375,6,0,1,375,1,375,0,753,"Artha|AT3G57030",68.98,374,116,6,5,375,4,374,0,536,"GO:0009058","biosynthetic process"
"608","Potra002180","Potra002180:1789",2,50830,55983,"Potra002180g16812.1",2,5153,0.106,"Ethylene receptor 2","Potri|013G044100.1",96.85,763,24,0,1,763,1,763,0,1522,"Artha|AT3G04580",65.95,749,255,9,21,761,19,766,0,976,"GO:0005515","protein binding"
"609","Potra002191","Potra002191:26587",3,23518,24374,"Potra002191g34972.1",9,856,0.249,"cotyledon-specific isoform","Potri|011G157400.1",82.72,81,14,6,1,75,1,81,5e-40,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","Potra002191","Potra002191:26587",3,9808,13423,"Potra002191g16879.1",8,3615,0.226,"Transcription factor bHLH53","Potri|011G157700.1",97.32,298,8,0,1,298,1,298,0,603,"Artha|AT2G34820",49.74,193,97,19,107,296,113,289,1e-35,132,"GO:0046983","protein dimerization activity"
"611","Potra002191","Potra002191:26587",3,14326,16186,"Potra002191g16880.1",14,1860,0.222,"Receptor-like serine/threonine","Potri|011G157600.1",97.92,528,11,1,1,527,1,528,0,1078,"Artha|AT4G20790",54.78,513,232,10,1,503,1,513,0,561,"GO:0004672","protein kinase activity"
"612","Potra002191","Potra002191:26587",3,59243,65625,"Potra002191g16886.1",10,6382,0.316,"repeat-containing protein SMU1","Potri|011G156900.1",99.8,512,1,0,1,512,1,512,0,1072,"Artha|AT1G73720",85.35,512,75,1,1,512,1,511,0,948,"GO:0005515","protein binding"
"613","Potra002191","Potra002191:26587",3,70576,72347,"Potra002191g16888.1",14,1771,0.194,NA,"Potri|011G156700.1",94.74,76,4,1,1,75,1,76,4e-47,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","Potra002191","Potra002191:26587",3,45179,52723,"Potra002191g16885.1",6,7544,0.167,"threonine-protein kinase","Potri|011G157000.1",99.3,574,4,0,1,574,1,574,0,1197,"Artha|AT4G14350",77.09,502,115,5,49,548,40,538,0,804,"GO:0006468","protein phosphorylation"
"615","Potra002191","Potra002191:26587",3,24374,28684,"Potra002191g16883.1",13,4310,0.136,"Uncharacterized oxidoreductase C663","Potri|011G157300.1",98.97,290,3,0,1,290,1,290,0,590,"Artha|AT4G20760",79.84,258,52,0,33,290,41,298,6e-155,438,"GO:0008152","metabolic process"
"616","Potra002191","Potra002191:26587",3,67288,69561,"Potra002191g16887.1",10,2273,0.072,"repeat-containing protein","Potri|011G156800.1",97.45,706,18,0,52,757,1,706,0,1431,"Artha|AT4G21300",54.26,752,344,3,1,749,76,827,0,851,"GO:0008270","zinc ion binding"
"617","Potra002191","Potra002191:26587",3,17515,22279,"Potra002191g16881.1",6,4764,0.286,"Alpha N-terminal protein methyltransferase 1","Potri|011G157500.1",97.2,286,8,0,1,286,1,286,0,588,"Artha|AT5G44450",67.53,308,100,10,27,327,30,334,4e-149,426,"GO:0006480","N-terminal protein amino acid methylation"
"618","Potra002191","Potra002191:26587",3,32088,36054,"Potra002191g16884.1",1,3966,0.078,"WRKY transcription factor","Potri|011G157100.1",87.83,460,56,17,8,466,1,444,0,784,"Artha|AT1G30650",44.99,469,258,75,6,457,8,418,3e-102,315,"GO:0003700","transcription factor activity, sequence-specific DNA binding"
"619","Potra002191","Potra002191:26587",3,83875,86013,"Potra002191g16891.1",4,2138,0.33,"uncharacterized protein LOC100800807 isoform","Potri|011G156400.1",93.85,65,4,0,32,96,4,68,2e-39,128,"Artha|AT4G21105",76.12,67,16,0,30,96,2,68,8e-34,114,"NA ",""
"620","Potra002191","Potra002191:26587",3,87149,90270,"Potra002191g16892.1",36,3121,0.152,"Ribosome assembly factor MRT4","Potri|011G156300.1",97.38,229,6,0,1,229,1,229,2e-165,460,"Artha|AT1G25260",71.91,235,66,6,1,229,1,235,4e-122,350,"GO:0005622","intracellular"
"621","Potra002191","Potra002191:26587",3,22582,24364,"Potra002191g16882.1",9,1782,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Potra002217","Potra002217:26477",2,1047,5653,"Potra002217g17069.1",11,4606,0.131,"ACT domain-containing protein","Potri|008G052900.1",97.44,429,11,0,1,429,1,429,0,859,"Artha|AT2G39570",65.16,376,131,10,1,376,1,366,9e-173,494,"GO:0008152","metabolic process"
"662","Potra002217","Potra002217:26477",2,18016,22506,"Potra002217g17071.1",19,4490,0.116,"UDP-glucuronic acid decarboxylase","Potri|008G053100.1",99.42,346,2,0,1,346,1,346,0,712,"Artha|AT2G28760",87.83,345,42,2,1,345,1,343,0,620,"NA ",""
"663","Potra002217","Potra002217:26477",2,25812,27929,"Potra002217g17072.1",21,2117,0.155,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase","Potri|008G053200.1",97.3,37,1,0,1,37,17,53,2e-20,77,"Artha|AT3G12587",83.78,37,6,0,1,37,1,37,3e-16,65.9,"NA ",""
"664","Potra002217","Potra002217:26477",2,14621,17089,"Potra002217g17070.1",11,2468,0.206,"6 kDa subunit","Potri|008G053000.1",83.64,55,9,1,1,55,1,54,9e-25,89.7,"Artha|AT3G46430",75,40,10,0,1,40,1,40,2e-16,67.4,"NA ",""
"669","Potra002322","Potra002322:123908",2,162097,163975,"Potra002322g33925.1",7,1878,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Potra002322","Potra002322:123908",2,263637,265262,"Potra002322g17759.1",17,1625,0.22,"pore potassium channel","Potri|016G007200.1",91.2,341,30,23,1,341,1,318,0,623,"Artha|AT5G55630",57.53,292,124,0,50,341,67,358,6e-123,362,"NA ",""
"671","Potra002322","Potra002322:123908",2,283917,289083,"Potra002322g35441.1",6,5166,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Potra002322","Potra002322:123908",2,157848,162157,"Potra002322g17741.1",4,4309,0.118,"Phosphatidylinositol/phosphatidylcholine transfer protein","Potri|016G005100.1",98.23,339,6,0,1,339,1,339,0,699,"Artha|AT5G47730",72.59,332,91,2,1,332,1,330,4e-178,501,"NA ",""
"673","Potra002322","Potra002322:123908",2,217319,219746,"Potra002322g17750.1",6,2427,0.212,"uncharacterized protein LOC105136486","Potri|016G006200.1",95.02,201,10,1,1,200,1,201,3e-140,394,"Artha|AT5G47635",43.61,133,75,4,45,177,29,157,9e-33,117,"NA ",""
"674","Potra002322","Potra002322:123908",2,324965,328611,"Potra002322g17767.1",16,3646,0.278,"CASP-like protein","Potri|016G008800.1",97.04,203,6,1,1,203,1,202,3e-140,394,"Artha|AT2G35760",69.46,203,62,2,1,203,1,201,4e-94,276,"NA ",""
"675","Potra002322","Potra002322:123908",2,111937,117805,"Potra002322g17734.1",17,5868,0.278,"and GRAM domain","Potri|016G003900.1",98.43,1020,16,0,1,1020,1,1020,0,2070,"Artha|AT1G03370",66.83,1025,340,20,4,1020,1,1013,0,1394,"GO:0005515","protein binding"
"676","Potra002322","Potra002322:123908",2,146978,152010,"Potra002322g17740.1",8,5032,0.175,"threonine-protein kinase","Potri|016G004900.1",99.35,612,4,0,1,612,1,612,0,1253,"Artha|AT5G47750",77.3,577,131,22,39,612,29,586,0,879,"GO:0004672","protein kinase activity"
"677","Potra002322","Potra002322:123908",2,31900,37112,"Potra002322g17723.1",14,5212,0.21,"Galactinol--sucrose galactosyltransferase","Potri|016G002300.1",96.82,818,26,6,1,818,1,812,0,1646,"Artha|AT3G57520",47.55,774,406,30,70,816,1,771,0,766,"NA ",""
"678","Potra002322","Potra002322:123908",2,38697,44928,"Potra002322g17724.1",16,6231,0.27,"ribosomal protein L15","Potri|016G002400.1",98.9,273,3,0,1,273,1,273,0,543,"Artha|AT5G64670",74.02,281,73,10,1,273,1,279,5e-141,402,"GO:0003735","structural constituent of ribosome"
"679","Potra002322","Potra002322:123908",2,134621,139283,"Potra002322g17739.1",25,4662,0.237,"Oligopeptide transporter 5","Potri|016G004800.1",92.4,763,58,36,22,784,26,752,0,1421,"Artha|AT4G26590",63.28,757,278,33,27,783,30,753,0,1004,"GO:0055085","transmembrane transport"
"680","Potra002322","Potra002322:123908",2,29062,31885,"Potra002322g17722.1",8,2823,0.139,"Ras-related protein","Potri|016G002200.1",99.07,214,2,0,1,214,1,214,6e-158,440,"Artha|AT4G17170",96.69,181,6,0,1,181,1,181,1e-127,362,"GO:0006886","intracellular protein transport"
"681","Potra002322","Potra002322:123908",2,72183,74987,"Potra002322g17727.1",3,2804,0.274,"E3 ubiquitin-protein ligase","Potri|016G003000.1",89.3,402,43,21,1,402,1,381,0,734,"Artha|AT5G14420",65.54,383,132,21,39,401,87,468,3e-176,504,"NA ",""
"682","Potra002322","Potra002322:123908",2,253929,258099,"Potra002322g17758.1",14,4170,0.344,"Microtubule-associated protein 70","Potri|016G006900.1",96.32,571,21,1,1,570,1,571,0,1100,"Artha|AT4G17220",57.33,546,233,64,23,565,7,491,0,551,"GO:0007010","cytoskeleton organization"
"683","Potra002322","Potra002322:123908",2,308561,313753,"Potra002322g17766.1",4,5192,0.352,"Fe-S cluster assembly","Potri|016G008700.1",99.58,478,2,0,1,478,1,478,0,992,"Artha|AT4G16440",71.67,480,136,8,1,478,1,474,0,723,"NA ",""
"684","Potra002322","Potra002322:123908",2,283857,290474,"Potra002322g17762.1",6,6617,0.103,"Transcriptional adapter 2","Potri|016G007600.1",97.32,559,15,0,1,559,1,559,0,1134,"Artha|AT4G16420",60.5,562,222,80,1,558,1,486,0,664,"GO:0006357","regulation of transcription from RNA polymerase II promoter"
"685","Potra002322","Potra002322:123908",2,87456,92653,"Potra002322g17730.1",3,5197,0.061,"Heat shock protein","Potri|016G003400.1",99.28,698,5,0,1,698,1,698,0,1408,"Artha|AT5G56000",90.27,699,68,1,1,698,1,699,0,1202,"GO:0051082","unfolded protein binding"
"686","Potra002322","Potra002322:123908",2,232041,236356,"Potra002322g17754.1",12,4315,0.172,"Oligopeptide transporter 3","Potri|016G006500.1",98.65,743,10,0,1,743,1,743,0,1508,"Artha|AT4G16370",83.04,743,126,6,1,743,1,737,0,1300,"GO:0055085","transmembrane transport"
"687","Potra002322","Potra002322:123908",2,941,7503,"Potra002322g17719.1",9,6562,0.177,"Probable galacturonosyltransferase 4","Potri|016G001700.1",98.35,665,11,0,1,665,1,665,0,1365,"Artha|AT5G47780",68.27,646,205,34,22,665,3,616,0,901,"GO:0016757","transferase activity, transferring glycosyl groups"
"688","Potra002322","Potra002322:123908",2,90944,96639,"Potra002322g17731.1",5,5695,0.195,"Calcineurin B-like protein","Potri|016G003500.1",99.12,226,2,0,1,226,1,226,2e-165,460,"Artha|AT5G55990",90.27,226,22,0,1,226,1,226,2e-149,419,"GO:0005509","calcium ion binding"
"689","Potra002322","Potra002322:123908",2,238855,242239,"Potra002322g17755.1",10,3384,0.172,"Copper transport protein","Potri|016G006600.1",95.51,267,12,5,1,262,1,267,8e-173,482,"Artha|AT5G50740",47.45,255,134,23,31,262,36,290,2e-65,208,"GO:0030001","metal ion transport"
"690","Potra002322","Potra002322:123908",2,266398,277098,"Potra002322g17760.1",7,10700,0.103,"Protein FAR1-RELATED","Potri|016G007300.1",96.81,690,22,6,1,684,1,690,0,1398,"Artha|AT5G28530",58.6,686,284,7,1,680,1,685,0,837,"GO:0008270","zinc ion binding"
"691","Potra002322","Potra002322:123908",2,191786,194690,"Potra002322g17745.1",16,2904,0.236,"methyltransferase 10 homolog","Potri|016G005500.1",83.16,380,64,50,1,380,1,330,0,605,"Artha|AT5G47680",54.83,383,173,69,10,374,7,338,6e-113,337,"NA ",""
"692","Potra002322","Potra002322:123908",2,250403,253081,"Potra002322g17757.1",1,2678,0.435,"repeat-containing protein","Potri|016G006800.1",97.43,700,18,0,1,700,1,700,0,1418,"Artha|AT4G16390",66.01,706,240,15,3,700,4,702,0,954,"NA ",""
"693","Potra002322","Potra002322:123908",2,298945,300769,"Potra002322g17764.1",7,1824,0.154,"Protopine 6-monooxygenase","Potri|016G008500.1",95.51,512,23,1,6,517,1,511,0,1010,"Artha|AT4G31940",50.2,492,245,14,37,515,33,523,1e-170,496,"GO:0055114","oxidation-reduction process"
"694","Potra002322","Potra002322:123908",2,291006,294266,"Potra002322g17763.1",10,3260,0.219,"uncharacterized protein LOC105110989","Potri|016G007800.1",96.67,390,13,3,1,387,1,390,0,764,"Artha|AT4G17240",49.87,385,193,53,1,379,1,338,1e-84,265,NA,NA
"695","Potra002322","Potra002322:123908",2,48067,52447,"Potra002322g17725.1",4,4380,0.229,"dependent 6-phosphofructokinase","Potri|016G002700.1",98.52,472,7,0,1,472,1,472,0,972,"Artha|AT5G47810",75.34,442,109,10,28,469,7,438,0,696,"GO:0003872","6-phosphofructokinase activity"
"696","Potra002322","Potra002322:123908",2,129524,130799,"Potra002322g17737.1",3,1275,0.349,"uncharacterized protein LOC105136472","Potri|016G004300.1",98.64,147,2,0,63,209,1,147,1e-100,291,"Artha|AT1G60870",56.46,147,64,0,63,209,1,147,2e-29,109,"NA ",""
"697","Potra002322","Potra002322:123908",2,125541,129162,"Potra002322g17736.1",10,3621,0.092,"Phosphoglycolate phosphatase 2","Potri|016G004200.1",98.73,237,3,0,40,276,1,237,2e-174,488,"Artha|AT5G47760",84.91,232,35,1,46,276,2,233,5e-149,423,"GO:0008152","metabolic process"
"698","Potra002322","Potra002322:123908",2,217319,219761,"Potra002322g35243.1",6,2442,0.212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Potra002322","Potra002322:123908",2,11266,13755,"Potra002322g17720.1",10,2489,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Potra002322","Potra002322:123908",2,18851,28713,"Potra002322g17721.1",9,9862,0.257,"decapping protein 4","Potri|016G002100.1",97.36,1475,39,2,1,1475,38,1510,0,2936,"Artha|AT3G13300",50.6,834,412,69,32,835,1,795,0,758,"GO:0005515","protein binding"
"701","Potra002322","Potra002322:123908",2,161123,164272,"Potra002322g17742.1",8,3149,0.153,"WEB family protein","Potri|016G005200.1",95.56,540,24,0,1,540,1,540,0,944,"Artha|AT1G12150",47.45,548,288,21,1,533,1,542,6e-138,414,"NA ",""
"702","Potra002322","Potra002322:123908",2,245387,247354,"Potra002322g17756.1",9,1967,0.12,"glycoprotein 185-like","Potri|016G006700.1",76.21,206,49,2,1,204,1,206,1e-78,238,"Artha|AT4G16380",40.08,252,151,54,3,204,7,254,4e-36,129,NA,NA
"703","Potra002322","Potra002322:123908",2,195537,197639,"Potra002322g17746.1",6,2102,0.181,"Nuclear transcription factor","Potri|016G005600.1",95.67,231,10,1,1,230,1,231,7e-164,456,"Artha|AT5G47670",58.41,214,89,35,1,192,1,201,2e-72,223,"NA ",""
"704","Potra002322","Potra002322:123908",2,81665,84654,"Potra002322g17729.1",4,2989,0.132,"DNA-directed RNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Potra002322","Potra002322:123908",2,278512,284913,"Potra002322g17761.1",8,6401,0.238,"domain-containing protein","Potri|016G007500.1",96.36,686,25,1,1,686,1,685,0,1370,"Artha|AT5G55600",48.02,556,289,27,1,548,1,537,4e-169,503,"GO:0003682","chromatin binding"
"706","Potra002322","Potra002322:123908",2,97650,105643,"Potra002322g17732.1",2,7993,0.26,"BTB/POZ domain-containing","Potri|016G003700.1",97.74,576,13,2,7,580,20,595,0,1157,"Artha|AT5G47800",66.25,480,162,4,7,483,20,498,0,674,"NA ",""
"707","Potra002322","Potra002322:123908",2,278563,283897,"Potra002322g35442.1",8,5334,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Potra002322","Potra002322:123908",2,222949,227739,"Potra002322g17752.1",1,4790,0.05,"AMP-activated protein kinase subunit","Potri|016G006400.1",96.74,184,6,2,1,183,1,183,4e-127,363,"Artha|AT4G16360",74.34,152,39,5,33,183,5,152,4e-77,235,"NA ",""
"709","Potra002322","Potra002322:123908",2,106798,111180,"Potra002322g17733.1",7,4382,0.148,"of protein phosphatase 1","Potri|016G003800.1",98.38,433,7,1,1,433,1,432,0,867,"Artha|AT5G47790",58.85,435,179,68,1,433,1,369,2e-168,481,"GO:0005515","protein binding"
"710","Potra002322","Potra002322:123908",2,121723,124178,"Potra002322g17735.1",33,2455,0.244,"Farnesyl pyrophosphate synthase","Potri|016G004100.1",96.05,177,7,0,1,177,1,177,2e-124,352,"Artha|AT5G47770",72.73,143,39,3,38,177,242,384,2e-69,218,"GO:0008299","isoprenoid biosynthetic process"
"711","Potra002322","Potra002322:123908",2,174650,188235,"Potra002322g17744.1",1,13585,0.143,"chromatid cohesion protein","Potri|016G005400.1",98.52,1694,25,2,1,1692,1,1694,0,3414,"Artha|AT5G47690",56.41,1707,744,123,5,1691,3,1606,0,1823,NA,NA
"712","Potra002322","Potra002322:123908",2,53995,58878,"Potra002322g17726.1",2,4883,0.183,"endo-1,3-beta","Potri|016G002800.1",98.56,485,7,0,1,485,1,485,0,981,"Artha|AT4G17180",75.74,474,115,8,11,484,10,475,0,745,"GO:0004553","hydrolase activity, hydrolyzing O-glycosyl compounds"
"713","Potra002322","Potra002322:123908",2,131202,132157,"Potra002322g17738.1",3,955,0.146,"structural protein-like","Potri|016G004400.1",89.41,170,18,2,1,170,1,168,6e-85,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA ",""
"714","Potra002334","Potra002334:100531",2,77681,79781,"Potra002334g17847.1",21,2100,0.266,"uncharacterized protein LOC105117084","Potri|010G165500.1",100,189,0,0,1,189,1,189,8e-136,382,"Artha|AT1G26750",50.55,182,90,0,1,182,1,182,2e-54,174,NA,NA
"715","Potra002334","Potra002334:100531",2,101237,108497,"Potra002334g17853.1",9,7260,0.221,"threonine-protein kinase","Potri|010G164500.1",98.41,440,7,0,1,440,1,440,0,899,"Artha|AT1G14000",83.9,441,71,6,1,439,1,437,0,753,"GO:0006468","protein phosphorylation"
"716","Potra002334","Potra002334:100531",2,35033,37696,"Potra002334g17841.1",13,2663,0.173,"Cytochrome P450 704B1","Potri|008G088900.1",95.82,479,20,0,1,479,1,479,0,964,"Artha|AT1G69500",76.72,524,122,6,19,536,1,524,0,857,"GO:0055114","oxidation-reduction process"
"717","Potra002334","Potra002334:100531",2,38205,39946,"Potra002334g17842.1",1,1741,0.1,"NAC transcription factor","Potri|008G089000.1",96.11,283,11,0,1,283,1,283,0,572,"Artha|AT1G69490",69.03,226,70,13,5,218,4,228,9e-111,325,"GO:0003677","DNA binding"
"718","Potra002334","Potra002334:100531",2,9575,14589,"Potra002334g17837.1",5,5014,0.236,"Methyltransferase-like protein","Potri|008G088500.1",96.54,318,11,1,1,318,1,317,0,629,"Artha|AT1G69523",58.02,262,110,9,58,316,43,298,4e-105,313,"GO:0008152","metabolic process"
"719","Potra002334","Potra002334:100531",2,109580,113553,"Potra002334g17854.1",5,3973,0.156,"uncharacterized protein LOC105116966 isoform X1","Potri|010G164400.1",97.93,290,6,0,1,290,1,290,0,571,"Artha|AT1G13990",53.92,319,147,44,1,288,1,306,3e-80,248,"NA ",""
"720","Potra002334","Potra002334:100531",2,31966,34743,"Potra002334g17840.1",22,2777,0.223,"endoplasmic reticulum membrane protein","Potri|008G088800.1",96.53,202,7,0,1,202,1,202,2e-140,394,"Artha|AT1G18720",67.34,199,65,7,5,199,6,201,2e-89,265,"NA ",""
"721","Potra002334","Potra002334:100531",2,57293,60053,"Potra002334g17844.1",4,2760,0.432,"carrier protein 1","Potri|010G165900.1",97.08,308,9,2,1,308,1,306,0,615,"Artha|AT1G14140",68.91,312,97,11,1,308,1,305,1e-157,446,"NA ",""
"722","Potra002334","Potra002334:100531",2,98000,101111,"Potra002334g17852.1",10,3111,0.171,"Transmembrane emp24 domain-containing protein","Potri|010G164600.1",97.66,214,5,0,1,214,1,214,2e-155,433,"Artha|AT1G26690",66.18,207,70,0,8,214,8,214,2e-103,301,"GO:0006810","transport"
"723","Potra002334","Potra002334:100531",2,45176,56428,"Potra002334g17843.1",1,11252,0.157,"cycle and apoptosis regulator","Potri|010G166100.1",95.29,701,33,12,410,1110,410,1098,0,1234,"Artha|AT2G03150",61.64,292,112,10,415,706,441,722,3e-112,388,"NA ",""
"724","Potra002334","Potra002334:100531",2,29106,30285,"Potra002334g17839.1",13,1179,0.223,"Casparian strip membrane","Potri|008G088700.1",91.44,187,16,2,1,187,1,185,1e-111,320,"Artha|AT1G14160",51.83,191,92,5,2,187,19,209,8e-66,204,"NA ",""
"725","Potra002334","Potra002334:100531",2,69480,71490,"Potra002334g17845.1",1,2010,0.212,"Transcription factor MYB28","Potri|010G165700.1",96.34,382,14,0,1,382,1,382,0,769,"Artha|AT5G15310",50,392,196,76,1,382,1,326,7e-109,326,"NA ",""
"726","Potra002334","Potra002334:100531",2,91003,96661,"Potra002334g17851.1",2,5658,0.154,"Uncharacterized protein At1g04910","Potri|010G164700.1",95.83,503,21,12,1,491,1,503,0,997,"Artha|AT1G14020",76.06,497,119,12,4,491,3,496,0,775,"NA ",""
"740","Potra002380","Potra002380:14268",2,35176,39114,"Potra002380g18126.1",15,3938,0.175,"repeat-containing protein","Potri|003G088600.1",97.72,613,14,0,38,650,1,613,0,1245,"Artha|AT1G31430",59.04,564,231,2,85,646,6,569,0,692,"NA ",""
"741","Potra002380","Potra002380:14268",2,72347,79710,"Potra002380g18129.1",19,7363,0.183,"threonine-protein kinase","Potri|003G088900.1",98.98,488,5,0,1,488,1,488,0,1009,"Artha|AT5G46570",79.1,488,102,1,1,487,1,488,0,814,"GO:0004672","protein kinase activity"
"742","Potra002380","Potra002380:14268",2,5882,15151,"Potra002380g18121.1",24,9269,0.217,"inositol polyphosphate 5-phosphatase","Potri|003G088300.1",94.28,647,37,9,1,638,1,647,0,1230,"Artha|AT4G18010",56.34,662,289,47,1,634,1,643,0,666,"GO:0046856","phosphatidylinositol dephosphorylation"
"743","Potra002380","Potra002380:14268",2,20588,25324,"Potra002380g18123.1",6,4736,0.092,"Ribose-phosphate pyrophosphokinase","Potri|001G145700.1",85.2,419,62,29,15,433,2,391,0,719,"Artha|AT2G35390",78.88,393,83,29,40,432,39,402,0,647,"GO:0000287","magnesium ion binding"
"744","Potra002380","Potra002380:14268",2,54000,59569,"Potra002380g18128.1",12,5569,0.129,"Protein NRT1/ PTR","Potri|003G088800.1",96.82,598,19,5,1,593,1,598,0,1200,"Artha|AT1G32450",75.92,598,144,8,1,590,1,598,0,960,"GO:0005215","transporter activity"
"745","Potra002380","Potra002380:14268",2,44664,51306,"Potra002380g18127.1",7,6642,0.157,"Pyruvate kinase isozyme","Potri|003G088700.1",98.77,568,7,0,1,568,1,568,0,1167,"Artha|AT1G32440",72.1,577,161,19,1,567,1,568,0,843,"GO:0030955","potassium ion binding"
"746","Potra002433","Potra002433:6171",2,7839,10906,"Potra002433g18460.1",16,3067,0.135,"Protein HYPER-SENSITIVITY","Potri|002G032700.1",97.76,446,10,0,1,446,1,446,0,904,"Artha|AT3G50930",52.15,441,211,24,17,434,59,498,1e-155,457,"GO:0005524","ATP binding"
"747","Potra002433","Potra002433:6171",2,16702,20955,"Potra002433g18462.1",2,4253,0.282,"Bifunctional nuclease 1","Potri|002G032500.1",98.78,327,4,0,1,327,1,327,0,675,"Artha|AT1G19660",71.84,316,89,3,1,313,1,316,7e-167,472,"GO:0004518","nuclease activity"
"748","Potra002433","Potra002433:6171",2,39906,44442,"Potra002433g18464.1",10,4536,0.136,"Cyclin-T1-4","Potri|002G032300.1",99.3,426,3,0,1,426,1,426,0,881,"Artha|AT4G19600",51.48,305,148,5,13,315,25,326,1e-106,329,"GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity"
"749","Potra002433","Potra002433:6171",2,24956,30236,"Potra002433g18463.1",14,5280,0.263,"Transcription factor bHLH110","Potri|002G032400.1",96.3,433,16,2,1,432,1,432,0,843,"Artha|AT1G27660",43.95,446,250,64,28,432,31,453,2e-76,248,"GO:0046983","protein dimerization activity"
"750","Potra002433","Potra002433:6171",2,48378,51126,"Potra002433g18465.1",5,2748,0.17,"alcohol O-benzoyltransferase","Potri|002G032200.1",97.35,453,12,0,1,453,1,453,0,920,"Artha|AT1G27620",68.11,439,140,4,4,441,1,436,0,616,"GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups"
"751","Potra002433","Potra002433:6171",2,56329,60201,"Potra002433g18466.1",17,3872,0.192,"Mitogen-activated protein kinase","Potri|002G032100.1",98.92,370,4,0,7,376,1,370,0,765,"Artha|AT1G10210",85.14,370,55,0,7,376,1,370,0,679,"GO:0004672","protein kinase activity"
"752","Potra002433","Potra002433:6171",2,5312,6395,"Potra002433g18459.1",4,1083,0.113,"pentakisphosphate 2-kinase","Potri|002G032800.1",91.23,114,10,0,8,121,106,219,3e-68,208,"Artha|AT1G01490",36.23,69,44,0,3,71,2,70,7e-10,53.5,"GO:0030001","metal ion transport"
"753","Potra002433","Potra002433:6171",2,49,4542,"Potra002433g18458.1",4,4493,0.186,"pentakisphosphate 2-kinase","Potri|002G032900.1",97.36,455,12,2,13,467,1,453,0,924,"Artha|AT1G22100",58.96,441,181,12,14,451,3,434,0,528,"GO:0005524","ATP binding"
"754","Potra002433","Potra002433:6171",2,9212,15468,"Potra002433g18461.1",10,6256,0.1,"Phosphatidylinositol/phosphatidylcholine transfer protein","Potri|002G032600.1",93.18,616,42,14,1,602,1,616,0,1144,"Artha|AT2G21520",61.7,624,239,24,1,600,1,624,0,770,"NA ",""
"764","Potra002565","Potra002565:36035",2,14852,19532,"Potra002565g19316.1",4,4680,0.155,"Peroxisomal membrane protein 2","Potri|016G029700.1",96.99,299,9,0,1,299,1,299,0,585,"Artha|AT5G19750",73.6,178,47,0,122,299,111,288,3e-90,274,"GO:0016021","integral component of membrane"
